Date,Region,Total_State_Infections,XFG.1.1,XFG.14.1,XFG.2.5.1,XFZ,XFG,XFG.6,PQ.2.1.6,XFC,PQ.17.11,PQ.17,NB.1.8.1,LF.7.9,LF.7,BA.3.2,XFY,XFG.23.1.3,XFG.10.4,RV.1,PQ.2.8.1,Other,JN.1,NW.1,XFV,PA.1,LP.8.1,B.1.1.529,BA.2,XFG.1,XBB.1.16,XDV.1,XEC.4,XEC,LF.7.7.1,JN.1.16.1,KP.3,XEQ,KP.3.1.1,BQ.1,MC.28.1,MC.10.1,LF.7.7.2,MC.1,LB.1.3.1,HV.1,XEK,MC.19,KS.1,LF.7.2.1,JN.1.16,LB.1,KV.2,KP.2,KP.1.1,KP.2.3,KP.1.1.3,JN.1.18.6,LP.1,JN.1.11.1,LF.3.1,JN.1.13,KP.4.1,JN.1.18,KP.2.15,KQ.1,JN.1.7,KP.1.2,KW.1.1,BA.2.86,XBB.1.5.68,JN.1.4.3,JN.1.32,JN.1.13.1,EG.5,BA.1.1,XDP,JN.1.8.1,XBB.1.16.1,GE.1,FL.1.5.1,BQ.1.1,XBB.2.3,XBB.1.16.6,XBB.1.16.17,JG.3,JF.1,JD.1.1,HK.3,EG.5.1.8,BA.5.2.6,BA.5,XBB.1.9.1,XBB.1.5,XBB.1.16.15,XBB.1.16.11,XBB,XBB.1.9.2,XBB.1.5.72,XBB.1.5.70,HF.1,GK.1.1,EG.6.1,XBB.1.5.59,CH.1.1,XBB.2.3.8,XBB.1.5.10,GK.2,XBB.1.42.2,FE.1.1,FD.1.1,EU.1.1,XBB.1.5.1,FD.2,BF.7,BN.1,BA.2.75,BA.2.75.2,BA.4.6,BA.2.12.1,BF.11,BA.4,B.1.617.2
2022-12-08,WY,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,419,0,0,0,0,0,0,0,0,28,601,0,6,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,75,33,10,3,38,1,16,6,0
2022-12-09,WY,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,432,0,0,0,0,0,0,0,0,28,595,0,6,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,74,33,10,3,36,1,16,6,0
2022-12-10,WY,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,444,0,0,0,0,0,0,0,0,28,588,0,7,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,74,34,10,3,35,1,16,6,0
2022-12-11,WY,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,457,0,0,0,0,0,0,0,0,28,580,0,7,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,74,34,10,3,34,1,16,5,0
2022-12-12,WY,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,469,0,0,0,0,0,0,0,0,27,573,0,8,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,73,35,9,3,33,1,16,5,0
2022-12-13,WY,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,482,0,0,0,0,0,0,0,0,27,565,0,8,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,73,36,9,3,32,1,16,5,0
2022-12-14,WY,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,494,0,0,0,0,0,0,0,0,27,557,0,9,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,72,36,9,3,31,1,16,5,0
2022-12-15,WY,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,507,0,0,0,0,0,0,0,0,27,549,0,9,0,0,32,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,72,37,9,3,30,1,16,5,0
2022-12-16,WY,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,520,0,0,0,0,0,0,0,0,27,541,0,10,0,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,71,38,9,3,28,1,16,4,0
2022-12-17,WY,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,533,0,0,0,0,0,0,0,0,27,533,0,10,0,0,34,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,71,38,9,3,27,1,16,4,0
2022-12-18,WY,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,550,0,0,0,0,0,0,0,0,27,528,0,11,0,0,36,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,71,39,9,3,26,1,16,4,0
2022-12-19,WY,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,567,0,0,0,0,0,0,0,0,26,523,0,12,0,0,37,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,71,40,9,3,25,1,16,4,0
2022-12-20,WY,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,585,0,0,0,0,0,0,0,0,26,517,0,12,0,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,71,41,9,3,24,1,16,3,0
2022-12-21,WY,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,602,0,0,0,0,0,0,0,0,26,512,0,13,0,0,40,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,71,42,9,3,23,1,16,3,0
2022-12-22,WY,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,620,0,0,0,0,0,0,0,0,26,506,0,14,0,0,42,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,71,43,9,3,21,1,16,3,0
2022-12-23,WY,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,639,0,0,0,0,0,0,0,0,26,500,0,14,0,0,44,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,70,44,9,3,20,1,16,3,0
2022-12-24,WY,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,657,0,0,0,0,0,0,0,0,26,493,0,15,0,0,45,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,70,45,9,3,19,1,16,2,0
2022-12-25,WY,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,668,0,0,0,0,0,0,0,0,26,489,0,24,0,0,46,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,70,45,9,3,19,1,16,0,0
2022-12-26,WY,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,677,0,0,0,0,0,0,0,0,26,484,0,33,0,0,46,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,70,46,9,3,19,1,16,0,0
2022-12-27,WY,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,687,0,0,0,0,0,0,0,0,25,479,0,42,0,0,47,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,70,46,9,3,19,1,15,0,0
2022-12-28,WY,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,697,0,0,0,0,0,0,0,0,25,474,0,51,0,0,47,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,69,47,9,3,19,1,15,0,0
2022-12-29,WY,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,706,0,0,0,0,0,0,0,0,24,469,0,60,0,0,48,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,69,47,9,4,19,1,15,0,0
2022-12-30,WY,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,716,0,0,0,0,0,0,0,0,24,463,0,70,0,0,48,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,69,48,8,4,19,1,14,0,0
2022-12-31,WY,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,726,0,0,0,0,0,0,0,0,23,457,0,80,0,0,49,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,68,48,8,4,18,1,14,0,0
2023-01-01,WY,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,720,0,0,0,0,0,0,0,0,22,442,0,88,0,0,48,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,66,47,8,4,18,1,13,0,0
2023-01-02,WY,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,715,0,0,0,0,0,0,0,0,21,427,0,95,0,0,48,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,65,47,8,3,17,1,13,0,0
2023-01-03,WY,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,709,0,0,0,0,0,0,0,0,20,412,0,103,0,0,47,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,63,46,8,3,17,1,12,0,0
2023-01-04,WY,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,703,0,0,0,0,0,0,0,0,20,397,0,110,0,0,47,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,61,46,7,3,17,1,11,0,0
2023-01-05,WY,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,697,0,0,0,0,0,0,0,0,19,382,0,117,0,0,46,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,59,45,7,3,16,1,11,0,0
2023-01-06,WY,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,691,0,0,0,0,0,0,0,0,18,368,0,124,0,0,45,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,58,44,7,3,16,1,10,0,0
2023-01-07,WY,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,685,0,0,0,0,0,0,0,0,17,354,0,131,0,0,45,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,56,44,7,3,15,1,10,0,0
2023-01-08,WY,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,667,0,0,0,0,0,0,0,0,16,334,0,135,0,0,44,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,53,43,6,3,14,1,9,0,0
2023-01-09,WY,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,648,0,0,0,0,0,0,0,0,15,315,0,138,0,0,42,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,51,41,6,3,14,1,8,0,0
2023-01-10,WY,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,630,0,0,0,0,0,0,0,0,14,296,0,141,0,0,41,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,48,40,6,3,13,1,8,0,0
2023-01-11,WY,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,611,0,0,0,0,0,0,0,0,13,278,0,143,0,0,40,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,46,38,6,3,12,1,7,0,0
2023-01-12,WY,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,592,0,0,0,0,0,0,0,0,12,261,0,145,0,0,38,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,43,37,5,3,12,1,6,0,0
2023-01-13,WY,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,572,0,0,0,0,0,0,0,0,11,244,0,147,0,0,37,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,41,36,5,3,11,1,6,0,0
2023-01-14,WY,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,553,0,0,0,0,0,0,0,0,10,227,0,148,0,0,35,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,39,34,5,3,11,1,5,0,0
2023-01-15,WY,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,549,0,0,0,0,0,0,0,0,9,218,0,152,0,0,35,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,38,34,5,3,10,1,5,0,0
2023-01-16,WY,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,545,0,0,0,0,0,0,0,0,9,208,0,157,0,0,35,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,37,34,4,2,10,1,4,0,0
2023-01-17,WY,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,541,0,0,0,0,0,0,0,0,8,199,0,161,0,0,34,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,35,33,4,2,10,1,4,0,0
2023-01-18,WY,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,536,0,0,0,0,0,0,0,0,8,190,0,165,0,0,34,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,34,33,4,2,9,1,4,0,0
2023-01-19,WY,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,532,0,0,0,0,0,0,0,0,7,181,0,169,0,0,34,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,33,32,4,2,9,1,3,0,0
2023-01-20,WY,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,528,0,0,0,0,0,0,0,0,6,172,0,173,0,0,33,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,32,32,4,2,9,1,3,0,0
2023-01-21,WY,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,521,0,0,0,0,0,0,0,0,6,162,0,176,0,0,33,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,31,32,4,2,8,1,2,0,0
2023-01-22,WY,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,508,0,0,0,0,0,0,0,0,6,157,0,195,0,0,33,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,30,31,4,2,8,1,0,0,0
2023-01-23,WY,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,494,0,0,0,0,0,0,0,0,6,152,0,213,0,0,33,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,29,30,3,2,8,1,0,0,0
2023-01-24,WY,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,479,0,0,0,0,0,0,0,0,5,147,0,231,0,0,33,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,28,29,3,2,7,1,0,0,0
2023-01-25,WY,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,465,0,0,0,0,0,0,0,0,5,142,0,248,0,0,33,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,27,28,3,2,7,1,0,0,0
2023-01-26,WY,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,452,0,0,0,0,0,0,0,0,5,136,0,265,0,0,33,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,26,27,3,2,7,1,0,0,0
2023-01-27,WY,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,438,0,0,0,0,0,0,0,0,5,131,0,282,0,0,33,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,24,26,3,2,7,1,0,0,0
